code,station,time,title
RB,Rádio Beat,2022-01-17 03:32:34,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 03:33:17,JANIS JOPLIN - BYE BYE BABY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:35:03,Ensiferum - (05) Tale Of Revenge
MH,Metal Heart Radio,2022-01-17 03:35:33,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 03:35:49,Sepultura - Inner Self
RB,Rádio Beat,2022-01-17 03:37:17,GRETA VAN FLEET - HIGHWAY TUNE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:39:32,Serenity - (06) Prayer (Interlude)
RB,Rádio Beat,2022-01-17 03:40:17,PINK FLOYD - US AND THEM
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:40:47,Sopor Aeternus - (02) Ein Freundliches Wort Hat Mein
MH,Metal Heart Radio,2022-01-17 03:40:47,AC/DC - Thunderstruck
MH,Metal Heart Radio,2022-01-17 03:45:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 03:45:49,? - Metal_Heart_-_Hey_Headbangers
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:46:03,Ideas - (11) Just call me
MH,Metal Heart Radio,2022-01-17 03:46:19,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-17 03:46:34,Stratovarius - Eagleheart
RB,Rádio Beat,2022-01-17 03:48:02,PINK FLOYD - WEARING THE INSIDE OUT
MH,Metal Heart Radio,2022-01-17 03:50:20,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 03:50:35,Lordi - Hard Rock Hallelujah
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:54:35,Stratovarius - (09) Fire in Your Eyes
MH,Metal Heart Radio,2022-01-17 03:54:35,Anthrax - Caught In A Mosh
RB,Rádio Beat,2022-01-17 03:54:49,JOHN SYKES - SHE´S ALL ACTION
RB,Rádio Beat,2022-01-17 03:58:02,VOX A PAVEL NOVAK - ZACINA MAJ
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:58:33,Almora - (03) Forever Free
MH,Metal Heart Radio,2022-01-17 03:59:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 03:59:49,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-17 04:00:34,"303 - U.D.O. - Dancing With An Angel (feat. Doro Pesch) [Man And Machine, 2002]"
RB,Rádio Beat,2022-01-17 04:01:17,OZZY OSBOURNE & RANDY RHOADS - MR. CROWLEY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:03:22,Rhapsody - (05) Danza Di Fuoco E Ghiaccio
MH,Metal Heart Radio,2022-01-17 04:04:50,Hardline - Fever Dreams
RB,Rádio Beat,2022-01-17 04:06:02,THE LAS - THERE SHE GOES
RB,Rádio Beat,2022-01-17 04:08:38,KANSAS - CARRY ON WAYWARD SON
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:09:48,Lunatica - (04) The Incredibles
MH,Metal Heart Radio,2022-01-17 04:10:04,Powerwolf - We drink your Blood
RB,Rádio Beat,2022-01-17 04:12:03,BOB DYLAN - SERIES OF DREAMS
MH,Metal Heart Radio,2022-01-17 04:13:34,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:13:48,Sirenia - (11) Aeons Embrace
MH,Metal Heart Radio,2022-01-17 04:13:48,Sabaton - Ghost Division
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:17:34,Within Temptation - (13) The Swan Song
MH,Metal Heart Radio,2022-01-17 04:17:35,"290 - SONATA ARCTICA - Mary-Lou (Acoustic Version) [Last Drop Falls, 2001]"
RB,Rádio Beat,2022-01-17 04:17:48,PARADISE LOST - ONE SECOND
RB,Rádio Beat,2022-01-17 04:21:17,JETHRO TULL - THE WHISTLER
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:21:18,HB - (09) Taivaaseen
MH,Metal Heart Radio,2022-01-17 04:22:34,416 &amp;#821
RB,Rádio Beat,2022-01-17 04:25:02,SCORPIONS - ROCK YOU LIKE A HURRICANE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:26:19,Nightwish - (02) She Is My Sin
MH,Metal Heart Radio,2022-01-17 04:27:33,Keldian - The Last Frontier
RB,Rádio Beat,2022-01-17 04:29:02,SCORPIONS - THE GAME OF LIFE
MH,Metal Heart Radio,2022-01-17 04:30:49,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:31:04,HB - (03) Vain yksi mahdollisuus
MH,Metal Heart Radio,2022-01-17 04:31:19, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 04:31:35,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 04:32:03,353. KISS - Shout It Out Loud
RB,Rádio Beat,2022-01-17 04:33:17,SCORPIONS - CAN´T LIVE WITHOUT YOU
MH,Metal Heart Radio,2022-01-17 04:34:49,Omnium Gatherum - 09. Solemn
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:35:18,Ensiferum - (09) Treacherous Gods
RB,Rádio Beat,2022-01-17 04:37:02,NAZARETH - DREAM ON
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:40:20,Within Temptation - (03) Pearls of Light
RB,Rádio Beat,2022-01-17 04:40:34,PEARL JAM - EVEN FLOW
MH,Metal Heart Radio,2022-01-17 04:43:33,076. Ozzy Osbourne - Bark at the Moon
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:45:33,Tetania - (11) Dewildication Ends
RB,Rádio Beat,2022-01-17 04:45:47,TOM PETTY - RUNNING DOWN A DREAM
MH,Metal Heart Radio,2022-01-17 04:47:35,369. Overkill - The Years of Decay
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:48:03,Samhain - (04) Only I Know
RB,Rádio Beat,2022-01-17 04:50:04,TOTO - HOLD THE LINE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:53:03,Salamandra - (10) Nothing but Dust
RB,Rádio Beat,2022-01-17 04:54:17,CREAM - WHITE ROOM
MH,Metal Heart Radio,2022-01-17 04:55:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 04:55:49,Be'Lakor - 06 - Hidden Window
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 04:58:03,Almora - (04) 1001 Nights
RB,Rádio Beat,2022-01-17 04:59:03,FORTUNA - PODOMNI PRODAVAC SRDCI
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:00:34,Rhapsody - (08) Steelgods of the Last Apocalyp
RB,Rádio Beat,2022-01-17 05:02:02,THE WHO - THE ACID QUEEN
MH,Metal Heart Radio,2022-01-17 05:04:19,Lordi - 05 - City of the Broken Hearted
RB,Rádio Beat,2022-01-17 05:05:46,DEEP PURPLE - FIREBALL
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:06:17,Tristania - (02) Evenfall
MH,Metal Heart Radio,2022-01-17 05:08:18,286. Black Sabbath - Megalomania
RB,Rádio Beat,2022-01-17 05:09:02,ROBERT PLANT - IF I WERE A CARPENTER
RB,Rádio Beat,2022-01-17 05:13:03,ANATHEMA - DREAMING LIGHT
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:13:03,Xandria - (11) Too Close To Breathe
RB,Rádio Beat,2022-01-17 05:17:32,IRON MAIDEN - HOLY SMOKE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:17:33,Endless - (02) Sundown
MH,Metal Heart Radio,2022-01-17 05:17:48,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 05:18:04,Hypocrisy - 09. They Will Arrive
RB,Rádio Beat,2022-01-17 05:21:17,IRON MAIDEN - THE WRITING ON THE WALL
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:21:47,Sopor Aeternus - (02) Omen Sinistrum
MH,Metal Heart Radio,2022-01-17 05:22:34,492. Anvil - Metal on Metal
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:24:48,Rimortis - (09) Ve smeckach
MH,Metal Heart Radio,2022-01-17 05:26:18,Unleashed - 07 - Midgard Warriors for Life
RB,Rádio Beat,2022-01-17 05:27:50,DIRE STRAITS - SIX BLADE KNIFE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:29:50,Ensiferum - (04) Mourning Heart - Interlude
MH,Metal Heart Radio,2022-01-17 05:30:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 05:30:19, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 05:30:49,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:31:03,Van Canto - (01) Stora Rovardansen
MH,Metal Heart Radio,2022-01-17 05:31:03,237. Angel Witch - Angel Witch
RB,Rádio Beat,2022-01-17 05:32:18,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:32:49,Sagittari - (05) Kanibalove
RB,Rádio Beat,2022-01-17 05:33:17,SWEET - GETTING IN THE MOOD FOR LOVE
MH,Metal Heart Radio,2022-01-17 05:34:36,Swallow the Sun - 03 - Woven into Sorrow
RB,Rádio Beat,2022-01-17 05:36:17,ROLLING STONES - IT`S ALL OVER NOW
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:36:50,Tristania - (07) My Lost Lenore
RB,Rádio Beat,2022-01-17 05:39:47,LYNYRD SKYNYRD - SWEET HOME ALABAMA
MH,Metal Heart Radio,2022-01-17 05:42:20,445. Cinderella - Gypsy Road
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:43:18,Delain - (06) To Live is to Die
RB,Rádio Beat,2022-01-17 05:44:18,LYNYRD SKYNYRD - THE BALLAD OF CURTIS LOEW
MH,Metal Heart Radio,2022-01-17 05:46:19,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-17 05:46:48,Metal Heart Radio - Metal Live EN
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:47:03,Rhapsody - (03) Never Forgotten Heroes
MH,Metal Heart Radio,2022-01-17 05:47:04,020. Slayer - Raining Blood
RB,Rádio Beat,2022-01-17 05:49:04,MICHAL PROKOP & FRAMUS 5 - PODZIMNI
MH,Metal Heart Radio,2022-01-17 05:51:20,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 05:51:34,030. Dio - Holy Diver
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:52:18,Ideas - (05) I cant promise
RB,Rádio Beat,2022-01-17 05:53:02,AC/DC - SPOILIN FOR A FIGHT
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 05:57:33,Tristania - (06) Scarling
MH,Metal Heart Radio,2022-01-17 05:57:34,020. Slayer - Raining Blood
RB,Rádio Beat,2022-01-17 05:58:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 06:01:37,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 06:01:51,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-17 06:02:35,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:02:50,Beseech - (10) Beyond The Skies
MH,Metal Heart Radio,2022-01-17 06:02:50,004. Ozzy Osbourne - Crazy Train
RB,Rádio Beat,2022-01-17 06:04:48,VAN HALEN - JUMP
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:07:18,Twisted Sister - (01) What You Dont Know (Sure Can Hurt You)
MH,Metal Heart Radio,2022-01-17 06:07:34,113. Megadeth - Symphony of Destruction
RB,Rádio Beat,2022-01-17 06:08:50,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:10:22,JEFFERSON AIRPLANE - SOMEBODY TO LOVE.
MH,Metal Heart Radio,2022-01-17 06:11:36,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 06:11:52,Swallow the Sun - 03 - Woven into Sorrow
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:12:02,Epica - (06) La petach Chatat Rovetz - The Final Embrace 
RB,Rádio Beat,2022-01-17 06:13:47,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:13:47,Samhain - (09) Revelation of The Question of Why
RB,Rádio Beat,2022-01-17 06:14:33,QUEEN - WE ARE THE CHAMPIONS
RB,Rádio Beat,2022-01-17 06:18:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:18:48,BRUCE SPRINGSTEEN - I´M GOIN´DOWN
MH,Metal Heart Radio,2022-01-17 06:19:34,477. Iron Maiden - Still Life
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:20:03,Delain - (12) The Greatest Escape
RB,Rádio Beat,2022-01-17 06:22:03,Rolling Stones - Sway
MH,Metal Heart Radio,2022-01-17 06:24:18,278. Black Sabbath - The Wizard
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:24:33,Empires of Eden - (03) This Time
RB,Rádio Beat,2022-01-17 06:26:18,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:26:35,KID ROCK - ALL SUMMER LONG
MH,Metal Heart Radio,2022-01-17 06:28:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 06:28:49, - Ranní sprcha - spot
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:29:08,XIII Stoleti - (08) Posledni letadlo do Buenos Aires
MH,Metal Heart Radio,2022-01-17 06:29:23,378. Manowar - Blood of the Kings
RB,Rádio Beat,2022-01-17 06:32:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:36:03,URIAH HEEP - LOOK AT YOURSELF
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:36:33,Amaranthe - (11) Unified
MH,Metal Heart Radio,2022-01-17 06:36:48,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 06:37:03,Omnium Gatherum - 08. Unity
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:40:18,Xandria - (12) Keep My Secret Well
RB,Rádio Beat,2022-01-17 06:41:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:42:34,KRAUSBERRY - SVATBA NEBUDE
MH,Metal Heart Radio,2022-01-17 06:43:20,Magnum - 07 - That Freedom Word
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:44:33,Sirenia - (02) Voices Within
RB,Rádio Beat,2022-01-17 06:46:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:46:47,KINKS - ALL DAY AND ALL OF THE NIGHT
MH,Metal Heart Radio,2022-01-17 06:48:04,493. Tygers of Pan Tang - Gangland
RB,Rádio Beat,2022-01-17 06:49:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:50:17,IGGY POP - CANDY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:51:18,Him - (01) Salt In Our Wounds
MH,Metal Heart Radio,2022-01-17 06:51:51,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 06:52:03,198. Metallica - Blackened
RB,Rádio Beat,2022-01-17 06:54:47,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 06:55:02,THE EQUALS - BABY COME BACK
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 06:55:18,Sirenia - (08) The Voyage
RB,Rádio Beat,2022-01-17 06:58:32,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 06:58:33,Infected Rain - 02 - Fighter
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:00:17,Almora - (02) Rainbow
MH,Metal Heart Radio,2022-01-17 07:03:41,194. Dio - Don't Talk to Strangers
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:04:33,Sopor Aeternus - (11) Birth-Fiendish Figuration
RB,Rádio Beat,2022-01-17 07:05:38,KATAPULT - LESNI MANEKYN
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:07:19,Nightwish - (15) Wishmaster
MH,Metal Heart Radio,2022-01-17 07:08:25,068. Rainbow - Kill the King
RB,Rádio Beat,2022-01-17 07:09:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 07:10:03,CHRIS REA - AUBERGE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:12:18,Delain - (01) One Second
MH,Metal Heart Radio,2022-01-17 07:12:50,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 07:13:04,Omnium Gatherum - 04. Reckoning
RB,Rádio Beat,2022-01-17 07:15:04,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 07:15:49,JIMI HENDRIX - LITTLE WING
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:15:50,XIII Stoleti - (03) Bratrstvo vlkodlaka
MH,Metal Heart Radio,2022-01-17 07:18:19,Alcatrazz - 06 - Grace of God
RB,Rádio Beat,2022-01-17 07:18:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 07:19:03,SURVIVOR - EYE OF THE TIGER
RB,Rádio Beat,2022-01-17 07:23:23,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 07:23:39,118. Judas Priest - Tyrant
RB,Rádio Beat,2022-01-17 07:23:52,HELLOWEEN - WALLS OF JERICHO/RIDE THE SKY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:25:34,Rimortis - (02) Na paskal...
MH,Metal Heart Radio,2022-01-17 07:27:49,420. Venom - In League With Satan
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:30:35,Twilight Force - (07) Forest Of Destiny
MH,Metal Heart Radio,2022-01-17 07:31:29,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 07:31:43, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 07:31:58,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 07:32:05,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-01-17 07:32:20,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 07:32:34,Poppy Seed Grinder - Faceless Atrocities
RB,Rádio Beat,2022-01-17 07:32:49,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:34:47,Sagittari - (10) Sachista
MH,Metal Heart Radio,2022-01-17 07:35:34,Loretta - U&amp;#38
RB,Rádio Beat,2022-01-17 07:36:48,MOTORHEAD - NO CLASS
RB,Rádio Beat,2022-01-17 07:39:34,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 07:40:04,Inner Empire - No&amp;#26
RB,Rádio Beat,2022-01-17 07:40:33,VETERANI STUDENE VALKY - SOVY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:41:53,Epica - (03) Unleashed
MH,Metal Heart Radio,2022-01-17 07:43:20,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-17 07:43:49,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 07:44:04,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-17 07:44:20,Donor - Poslední ohe&amp;#32
RB,Rádio Beat,2022-01-17 07:45:03,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 07:47:32,JETHRO TULL - THIS IS NOT LOVE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:47:47,Almora - (08) Hold On To Your Dreams
MH,Metal Heart Radio,2022-01-17 07:48:04,Salieri - Cernobyl
RB,Rádio Beat,2022-01-17 07:51:48,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:52:18,Twilight Force - (07) Valley of the Vale
RB,Rádio Beat,2022-01-17 07:52:32,OZZY OSBOURNE - SEE YOU ON THE OTHER SIDE
MH,Metal Heart Radio,2022-01-17 07:53:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 07:53:33,Grog - Nejsme na kolenou (2019)
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 07:56:03,Tarja Turunen - (07) Rivers of Lust
MH,Metal Heart Radio,2022-01-17 07:58:48,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-17 07:59:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 07:59:49,Grog - Nejsme na kolenou (2019)
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:00:17,Sirenia - (04) Desire
RB,Rádio Beat,2022-01-17 08:00:47,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 08:01:17,DAVE CLARK FIVE - GOOD OLD ROCK 'N' ROLL MEDLEY
RB,Rádio Beat,2022-01-17 08:04:32,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 08:04:48,Gutalax - Poopcorn
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:05:35,Ensiferum - (10) Tears
RB,Rádio Beat,2022-01-17 08:07:17,BLACK SABBATH - LADY EVIL
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:08:49,Sirenia - (01) The End Of It All
MH,Metal Heart Radio,2022-01-17 08:09:19,Autumn Cold - Dust of Broken Dreams
RB,Rádio Beat,2022-01-17 08:11:51,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 08:12:47,JOHN LENNON - WOMAN
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:13:18,Midnattsol - (09) Forsaken
MH,Metal Heart Radio,2022-01-17 08:13:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 08:14:04,Cycles Of Revocation - Predestination
RB,Rádio Beat,2022-01-17 08:16:33,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 08:18:20,Zmarchrob - Smilstvo
RB,Rádio Beat,2022-01-17 08:19:03,FLAMENGO - STALE DAL
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:19:19,Sagittari - (02) VooDoo
RB,Rádio Beat,2022-01-17 08:22:33,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 08:22:48,ROD STEWART - MAGGIE MAY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:24:04,Sagittari - (07) Error hesternus
MH,Metal Heart Radio,2022-01-17 08:24:05,Black Sabbaka - Ledova ruze
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:27:49,Salamandra - (07) Chimera
MH,Metal Heart Radio,2022-01-17 08:28:03,Grog - Nejsme na kolenou (2019)
RB,Rádio Beat,2022-01-17 08:29:17,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 08:33:04,Metal Heart Radio - Metal Live CZ
RB,Rádio Beat,2022-01-17 08:33:18,KISS - DETROIT ROCK CITY
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:33:18,Nox Arcana - (01) Transylvania Overture
MH,Metal Heart Radio,2022-01-17 08:33:19, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 08:33:48,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 08:34:04,Nazgul - Jiskra &amp;#38
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:35:03,Dark Princess - (04) Please Betray Me
RB,Rádio Beat,2022-01-17 08:37:19,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 08:37:34,Gutalax - Poopcorn
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:38:19,After Forever - (01) Discord
RB,Rádio Beat,2022-01-17 08:39:03,MOODY BLUES - NIGHTS IN WHITE SATIN
MH,Metal Heart Radio,2022-01-17 08:40:10,Cycles Of Revocation - True Lies
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:42:49,Hydria - (05) Evolution
RB,Rádio Beat,2022-01-17 08:43:48,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 08:44:34,Torr - B&amp;#36
RB,Rádio Beat,2022-01-17 08:44:48,ALTER BRIDGE - GODSPEED
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:46:49,Black Sabbath - (01) Never Say Die
MH,Metal Heart Radio,2022-01-17 08:47:50,Imortela - Slunce tepe v nás
RB,Rádio Beat,2022-01-17 08:49:32,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 08:50:02,BLUE EFFECT & OLDRICH VESELY - HLEDAM SVE VLASTNI JA
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:50:33,Winterstorm - (06) Fortune's Blood
MH,Metal Heart Radio,2022-01-17 08:52:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 08:52:33,Erin - Strider
RB,Rádio Beat,2022-01-17 08:54:02,WHITESNAKE - ALL OR NOTHING
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:54:33,HB - (02) Mina Olen
MH,Metal Heart Radio,2022-01-17 08:56:49,Autumn Cold - Nothing
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 08:58:03,Nox Arcana - (07) Castle Dracula
RB,Rádio Beat,2022-01-17 08:58:47,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:00:48,Nightwish - (07) Bare Grace Misery
MH,Metal Heart Radio,2022-01-17 09:00:48,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 09:01:03,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-01-17 09:01:18,Erin - Strider
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:04:33,Sopor Aeternus - (12) Saturn   Impressionen
RB,Rádio Beat,2022-01-17 09:05:19,DEF LEPPARD - POUR SOME SUGAR ON ME
MH,Metal Heart Radio,2022-01-17 09:05:34,Bon Jovi - Runaway
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:07:18,Sirenia - (03) One by one
MH,Metal Heart Radio,2022-01-17 09:09:20,"317 - TARJA - The Reign [My Winter Storm, 2007]"
RB,Rádio Beat,2022-01-17 09:10:03,JAMES BROWN - I FEEL GOOD
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:12:32,Celestial Decay - (06) Ashes of Decay
RB,Rádio Beat,2022-01-17 09:13:03,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 09:13:20,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 09:13:35,"176 - W.A.S.P. - Keep Holding On [Still Not Black Enough, 1995]"
RB,Rádio Beat,2022-01-17 09:14:48,KABAT - VALKÝRA
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:17:34,After Forever - (07) Estranged
MH,Metal Heart Radio,2022-01-17 09:17:34,Living Death - You and Me
RB,Rádio Beat,2022-01-17 09:19:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 09:21:49,Cain's Offering - Stormcrow
RB,Rádio Beat,2022-01-17 09:22:17,BOSTON - MORE THAN A FEELING
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 09:24:34,Rimortis - (07) Utek do nikam
RB,Rádio Beat,2022-01-17 09:27:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 09:27:49,"439 - ANGRA - Late Redemption [Temple Of Shadows, 2004]"
